Город;"Код пункта Выдачи заказа";Адрес;Телефон;Время работы;Индекс;Ограничение по весу 
Зеленоград;ZLN3;Московская область, г. Зеленоград, Панфиловский проспект, корпус 1215 ( ТЦ ОЛЬГА);Тел.: +7(499)995-17-70 , +7(499)755-93-70 ;"Пн-Пт ? 9.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";124460 
Зеленодольск;ZLD1 ;Татарстан респ., г. Зеленодольск, ул. Карла Маркса, д.57А;Тел.: +7-965-594-1814 ;"Пн-Пт ? 9.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";422542 
Зеленокумск;ZKN1;Ставропольский край, г. Зеленокумск, пл. Ленина, д. 6, оф. 8;+7(962)429-09-19 ;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";357910 
Зерноград;ZER1;Ростовская область, г. Зерноград, ул. Колодина, д.3;Тел.: +7 (86359) 41020;"Пн-Пт - 10.00 - 19.00 Сб - 10.00 - 16.0 Вс ? выходной";347740 
Златоуст;ZLT1;Челябинская область, г. Златоуст, 5 мкр, ул. Южно-Есаульская, д. 8  ;Тел: +7 (3513) 67-21-90;"Пн-Пт ? 9.00 - 19.00 Сб ? 10.00 ? 16:0 Вс ? выходной";456238 
Златоуст;ZLT2;Челябинская область. г. Златоуст, ул. Таганайская, 1 Б;Тел.: +7 (922) 706-84-06;"Пн-Пт - 10.00 - 19.00 Сб - 10.00 ? 17.0 Вс ? выходной";456200 
Иваново;IVN1;г. Иваново, ул. Лежневская, д.183, оф.121;Тел.:+7 (4932) 36-68-98;"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";153009 
Иваново;IVN5;г. Иваново, ул. Спартака, д. 22;Тел.: +7(493)228-38-30 , +7(493)220-29-00 ,+7(980)695-87-78 , +7(902)318-00-19 ;"Пн-Пт ? 11.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";153005 
Иваново;IVN3;г. Иваново, пр-т Ленина, д. 43;Тел. +7 (4932) 28-14-11;"Пн-Пт ? 11.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";153002 
Иваново;IVN2;г. Иваново, ул. Станко, д.10;Тел. : +7 (4932)30-80-43, +7 (4932)41-50-98;"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";153000 
Ивантеевка;IVT1;Московская область, г. Ивантеевка, ул. Рощинская, д. 9, пом. 023;Тел.: +7 (977) 690-34-31;"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";141282;До 30 кг 
Ижевск;IZHV4;г. Ижевск, ул. Максима Горького, д. 43, оф. 126;Тел.: +7(341)232-27-97 ;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";426057 
Ижевск;IZHV3;"г. Ижевск, ул. 10-лет Октября, д.32, лит.Р, БЦ ""Омега""";"Тел.: +7 (3412 ) 655-023; +7  (3412 ) 655-024; +7 904-278-82-88";"Пн-Пт ? 10.00-20.00 Сб   ? 10.00-16.0 Вс ? 10.00-14.00";426011 
Ирбит;IRB1;г. Ирбит, ул. Советская, 96в оф.110 ;Тел.: +7(900)042-40-33 ;"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";656039 
Иркутск;IRK1;г.Иркутск, ул. Ширямова, д.24;Тел.: 8(3952)486008;"Пн-Пт ? 8.00-20.00 Сб ? 10.00-18.0 Вс ? 10.00-14.00";664009 
Иркутск;IRK3;г. Иркутск, ул. Карла Либкнехта, д.2;"Тел.: +7 (3952) 79-90-07; +7 (3952) 20-00-77";"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";664007 
Искитим;ISK1;Новосибирская область, г.Искитим, ул.Чкалова, д.3, оф.16;Тел.: +7 (383) 3811351, +79529229111;"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";633209 
Истра;IST5;Московская область, г. Истра, ул. Ленина, д.27;Тел.: 8(495)-743-20-14;"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";143500 
Йошкар-Ола;JLA4;г. Йошкар-Ола, ул. Петрова, д 24-А;Тел.: +7 (8362) 374-374;"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";424038 
Йошкар-Ола;JLA3 ;г. Йошкар-Ола, ул. Якова Эшпая, д.137 ;Тл.: +7 (8362) 374-374, +7 (987) 713-2888 ;"Пн-Пт ? 9.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";424002 
Казань;KZN6;"г. Казань, пр-т Победы, д.90, вход ""Деловой центр""";Тел.: 8-960-031-19-12;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";420140 
Казань;KZN7;г. Казань, ул. Адоратского д. 4;Тел.: +7 (843) 258-95-84;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";420133 
Казань;KZN3;г. Казань, ул.Спартаковская, д.2;Тел: +7 (843) 258-81-99;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";420107 
Казань;KZN4;г. Казань, ул.Декабристов, д.156, оф.9;Тел.: (843)260-96-65;"Пн-Пт ? 9.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";420080 
Казань;KZN8;г. Казань, ул. Гвардейская, д. 16 А, оф. 1;Тел. +7 (843) 211-22-60, +7 (843) 211-23-60;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";420073;До 30 кг 
Казань;KZN2;г. Казань, ул. Энгельса, д.19;Тел.: +7 (843) 567-12-34 доп.1610;"Пн-Пт ? 8.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";420066 
Калининград;KLD3;г. Калининград, ул. Озерная, д.41А;Тел.: +7 4012 777 272, +7 4012 921 031;"Пн-Пт ? 9.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";236029 
Калининград;KLD2;г. Калининград, ул. 1812 года, д.126;Тел.: +7 (4012) 375-382;"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";236016 
Калуга;KLG6;г. Калуга, ул. Глаголева, д.5;Тел. 8-(4842) 75-08-75;"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";248021 
Калуга;KLG8;г. Калуга, Тульский 2-й переулок, д. 2;Тел.: +7-484-253-36-88;"Пн-Пт ? 9.00-19.00 Сб ? 10.00-18.0 Вс ? 10.00-16.00";248003 
Калуга;KLG9;г. Калуга, ул. Театральная, дом 4Б ;Тел. 8-(4842) 53-36-88, 79-55-17, +7-910-522-26-40, +7-953-463-09-80;"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? 10.00 ? 14.00";248001 
Каменск-Уральский;KUR5;Свердловская обл., Каменск-Уральский, ул. Каменская, д.78;Тел: +7 (343) 933-30-47, + 7 (343) 933-30-46;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";623412 
Каменск-Шахтинский;KSHX1;Ростовская область, г. Камеснк-Шахтинский, ул. Кирова, д.74;"Тел.: +7 (86365) 7-09-13; +7 (909) 429-20-39";"Пн-Пт ? 9.00-19.00 Сб ? 10.00-16.0 Вс ? выходной";347810 
Камышин;KMN1;г. Камышин, ул. Пролетарская 16 А офис 9 ;Тел.: +7 (844) 575-00-26 ;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс ? выходной";403882 
Канск;KAN1;Красноярский край, г. Канск, ул. 40 Лет Октября, д.38;Тел.: +7 (913) 51-81-554;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс ? выходной";663604 
Карасук;KUK1;Новосибирская область, г. Карасук, ул. Ленина, д.8;Тел.: +7 (913) 786-19-16;"Пн-Пт ? 9.00-16.00 Сб ? 9.00-15.0 Вс ? выходной";632865 
Каргат;KRG1;Новосибирская область, г.Каргат, ул.Советская, д. 203, оф.13;Тел.: +7 (913) 786-15-69;"Пн-Пт ? 10.00-16.00 Сб ? 10.00-14.0 Вс ? выходной";632402;До 30 кг 
Кемерово;KEM2;г. Кемерово, ул. Тухачевского, д. 47В;Тел.: +7(3842) 45-25-65 ;"Пн-Пт ? 9.00-20.00 Сб   ? 10.00-18.0 Вс ? 10.00-16.00";650070 
Кемерово;KEM4;г. Кемерово, пр. Кузнецкий, д. 10;Тел.: +7 (3842) 76-48-74;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-16.00";650002 
Кемерово;KEM5;г. Кемерово, ул. Авроры д. 6;Тел.: +7(384)278-00-79 ;"Пн-Пт ? 8.00-20.00 Сб   ? 10.00-16.0 Вс ? 10.00-14.00";650002 
Керчь;KRCH1 ;Крым респ., г. Керчь, ул. Советская, д. 15 ;Тел.: +7 (978) 90-33-555, (978) 90-33-999 ;"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной";298300 
Кимры;KIM1;Тверская область, г. Кимры, ул. Кирова, д.4;Тел: +7 (482) 245-25-22;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс ? выходной";171506 
Кингисепп;KNP2;Ленинградская область, г. Кингисепп, ул. Октябрьская, д 15;Тел.: +7(962)684-89-04 , +7(931)594-40-12 ;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс ? выходной";188480 
Кинешма;KIN1;Ивановская область, г. Кинешма, ул. Правды, д.20;Тел.: +7 (4932) 45-95-39,+7 (910) 667-95-39;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс ? выходной";155802 
Киржач;KRZH1;Владимирская область, г. Киржач, ул. Гагарина, д.15;Тел. +7 (905) 617-51-05;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс ? выходной";601010 
Кириши;KRSH1;Ленинградская область, г. Кириши, пр.Ленина, д.53;Тел.: +7 (960) 283-33-56;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс ? выходной";187110 
Киров;KRV2;г. Киров, ул. Московская, д.15 (вход с ул. Свободы);Тел.: +7 (982) 393-09-95, +7 (8332) 21-19-98;"Пн-Пт ? 9.00-20.00 Сб   ? 10.00-16.0 Вс ? 10.00-14.00";610000 
Кировск;KIR1;Ленинградская обл., г. Кировск, ул. Северная, д.1В;Тел: +7 (905) 2841111, +7 (962) 6864220;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс ? выходной";187340 
Киселевск;KSS2;Кемеровская область, г. Киселевск, пер. Транспортный, д.4, оф.7;Тел.: 8-913-401-6326, 8-951-176-3840;"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";652700 
Кисловодск;KSL2;Ставропольский край, г. Кисловодск, ул. Горького, д. 1;Тел.: +7 (988) 717-04-05;"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";357736 
Клин;KLN1;Московская область, г. Клин, ул. Спортивная, д.15/1;Тел.: +7-800-555-1291,+7 (499) 653-61-41 ;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";141612 
Клинцы;KLC1;Брянская область, г. Клинцы, Проспект Ленина, д.49в;"Тел.: +7 (48336) 270-07; +7 (910) 331-61-71";"Пн-Пт ? 10.00-19.00 Сб   ? 10.00-16.0 Вс ? выходной день";243140 
Ковров;KVR1;Владимирская область, г. Ковров, Проспект Мира, д.2;Тел.: +7 (4922) 600-410, +7 (930) 830-04-10;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";601900 
Коломна;KLM2;Московская область, г. Коломна, ул. Зайцева, д. 38, оф. 19;Тел.: +7 (496) 623-41-23 ;"Пн-Сб 9.00-20.00 Вс - выходной день";140400 
Колпино;KLP1;Санкт-Петербург, г.Колпино, ул. Тверская, д.36, корп.3;Тел.: (812) 989-94-19;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";196655 
Комсомольск-на-Амуре;KOM3;Хабаровский край, г. Комсомольск-на-Амуре, пр-т Победы, д. 53;Тел.: +7-421-734-80-34;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";681029 
Комсомольск-на-Амуре;KOM2;Хабаровский край, г. Комсомольск-на-Амуре, Октябрьский проспект, д. 28;Тел.: +7(963)-823-33-83;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";681000 
Копейск;KPK1 ;Челябинская область, г. Копейск, пр. Победы, д. 10, оф. 6 ;Тел.: +7 (35139) 4-26-14, 8 919 334 26 14;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";456604 
Королев;KRL1;Московская область, г. Королев, ул. Калинина, д.6Б, оф.15;Тел.: +7 (916) 794-51-25;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс - выходной день";141070 
Королев;ROG1;Московская область, г. Королев, ул. Свободная, д.1А;Тел.: +7-925-783-76-61;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";141060 
Кострома;KST7;г. Кострома, ул. Сутырина, д.15А;Тел: +7 (4942) 64-11-63;"Пн-Пт ? 9.00-19.00 Сб ? 9.00-16.0 Вс ? 10.00-16.00";156014 
Кострома;KST6;г. Кострома, мкр Паново, д.17;Тел. +7 (4942) 46-68-56;"Пн-Пт - 9.00-20.00 Сб ? 9.00-18.0 Вс - выходной день";156011 
Кострома;KST2;г. Кострома, ул. Ткачей, д.7, оф. 9;Тел: +7 (494) 264-11-63;"Пн-Пт ? 9.00-19.00 Сб ? 10.00-16.0 Вс ? 10.00-16.00";156002 
Кострома;KST8;г. Кострома, ул. Пятницкая, д. 39/1, пом. 1;Тел: +7 (494) 230-28-99;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";156000 
Котельники;KTN1;Московская обл., г. Котельники, Новорязанское шоссе, д.6, оф.14;Тел: +7 (495) 230-17-71;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";140054 
Красногорск;KRN2;Московская область, г. Красногорск, ул. Успенская, д 24;Тел: +7(499) 110-86-51;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";143409 
Красногорск;KRN3;Московская область, г. Красногорск, б-р Красногорский, д. 21;Тел: +7(495) 133-17-12;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";143405 
Красногорск;KRN4;Московская область, г. Красногорск, ул. Ленина, д.5Б, оф 5;Тел: +7(495)136-99-85;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";143404 
Красногорск;KRN1;Московская область, г. Красногорск, микрорайон Теплый бетон, Оптический переулок, д. 1А ;Тел: +7(498) 505-6546 ;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";143400 
Краснодар;KSD7;г. Краснодар, пр. Чекистов, д.24/1;Тел.: +7 (918) 170-07-64;"Пн-Пт ? 9.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";350089;До 30 кг 
Краснодар;KSD10;г. Краснодар, ул. Уральская , д. 129;Тел.: +7 861 991 1009;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";350080 
Краснодар;KSD9;г. Краснодар, ул. Стасова, д.184, оф.11;Тел: +7 861 243 98 48, +7 988 243 98 48;"Пн-Пт ? 9.00-20.00 Сб-Вс ? 10.00-16.0 ";350075 
Краснодар;KSD5;г. Краснодар, ул. 40 лет Победы, д.43;Тел.: +7 861 242 5740;"Пн-Пт ? 8.00-20.00 Сб-Вс ? 10.00-16.0 ";350072 
Краснодар;KSD3;г. Краснодар, ул.Коммунаров, д.31;Тел.: +7 (861) 991-02-91, +7 (918)123-15-35;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";350063;До 30 кг 
Краснодар;KSD11;г. Краснодар, ул. Кубанская Набережная, д. 3711, 0 этаж, оф.70;Тел: +7 -918-397-26-98;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";350063 
Краснодар;KSD2;г. Краснодар, ул. Монтажников, д.3Б, оф.30;Тел.: (861)2902576,+7 (928) 210-25-76, +7 (989) 269-12-12;"Пн-Пт ? 8.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-16.00";350051 
Краснодар;KSD12;г. Краснодар, ул. Северная, д. 247, оф. 4;Тел.: +7-861-944-64-88;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";350049 
Краснодар;KSD6;г. Краснодар, ул. Таманская, д.130/3;Тел.: +7 (861) 992-05-66, +7 (989) 262-17-98;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";350001;До 30 кг 
Краснодар;KSD8;г. Краснодар, ул. Вишняковой, д.3;Тел: +7 861 204 0064;"Пн-Пт ? 8.00-20.00 Сб-Вс ? 10.00-16.0 ";350001 
Краснодар;KSD4;г. Краснодар, ул. Красная, д.124 (угол Буденного и Красноармейской);Тел.: +7 (861) 205-02-10;"Пн-Пт ? 9.00-20.00 Сб ? 10.00-19.0 Вс ? 10.00-17.00";350000;До 60 кг 
Краснообск;KSB1;г. Новосибирск, п.Краснообск, д.213, оф.104;Тел.: +7(913) 935-85-85;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";630501 
Красноперекопск;KPS1;Крым респ., г. Красноперекопск, ул. Чкалова, д. 4/1;Тел.: 7-978-264-60-76;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";296000 
Краснотурьинск;KTU1;Свердловская область, г. Краснотурьинск, ул. Ленина, д.3;Тел.: +7 (900) 042-03-57;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";624447 
Красноуфимск;KSF2;Свердловская область, г. Красноуфимск, ул. Советская, д. 35;Тел. +7 (922) 028-00-49;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";623300 
Красноярск;KSK7;г. Красноярск, ул. Мате Залки, д.7 помещение 341, оф.2;Тел: +7 391 280 9800, +7 391 295 0357;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";660127 
Красноярск;KSK8;г. Красноярск, ул. Авиаторов, д. 68;Тел: +7 391-234-73-07;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";660077 
Красноярск;KSK2;"г.Красноярск, ул. Сурикова, д.12/6, оф.Вход с ул К.Маркс ";"Тел.: +7 (391) 205-33-72,+7 (391) 215-33-7 ";"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";660049 
Красноярск;KSK6;г. Красноярск, улю Киренского, д.89;Тел: +7 (391) 271-79-71;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";660041 
Красноярск;KSK1 ;г.Красноярск, ул. Шахтеров, д.49ж/4, склад № 3;"Тел.: (391) 274-50-92 внутр. 240 ";"Пн-Пт ? 8.00-20.00 Сб-Вс ? 10.00-16.0 ";660020 
Красноярск;KSK3;г. Красноярск, ул. Затонская, д.2, оф.3;Тел.: +7 (391) 271-79-71;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";660010 
Красноярск;KSK5;г. Красноярск, ул. Щорса, д.27, оф.104;Тел: +7 (391) 2-408-938;"Пн-Пт ? 10.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-14.00";660003 
Кропоткин;KRP1;Краснодарский край, г. Кропоткин, ул. Красная, д. 260, оф. 267;Тел. +7 (960) 493-93-04;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";352380 
Крымск;KRM2;Краснодарский край, г. Крымск, ул. Советская, д. 223;Тел.: +7(918)719-04-05 ;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";353380 
Кстово;KST4;Нижегородская область, г. Кстово, пр-кт Капитана Рачкова, д. 21;Тел. +7 (83145) 9-04-23;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";607657 
Кудымкар;KDM1;Пермский край, г. Кудымкар, ул. Калинина, д.39а;Тел.: +7 (342) 604-82-42;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс ? выходной";619000 
Куйбышев;KBSH1;Новосибирская область, г.Куйбышев, 11 квартал, д.8;Тел.: +7 (913) 786-13-26;"Пн-Пт - 10.00-16.30 Сб ? 10.00-15.0 Вс - выходной день";632382;До 30 кг 
Кунгур;KNR1;Пермский край, г. Кунгур, ул. Уральская, д.3;Тел.: +7 800 222 3639;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";617471 
Купино;KPN1;Новосибирская область, г. Купино, ул. Железнодорожная, д.26;Тел.: +7 (913) 941-91-52;"Пн-Пт - 9.00-18.00 Сб ? 9.00-16.0 Вс - выходной день";632730 
Курган;KUR6;г. Курган, ул. Бурова-Петрова, д.117;Тел.: 7-912-578-77-16, +7-352-261-90-11;"Пн-Пт ? 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";640000 
Курск;KRS1;г. Курск, ул. Запольная, д.56 ;Тел. (4712)31-07-36, +7 (4712)55-10-10;"Пн-Пт ? 09.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";305040 
Лабинск;LBS1;Краснодарский край, г. Лабинск, ул. Советская, д. 63/1;Тел.: +7 (8612) 218-52-22, +7 (900) 274-66-68;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";352500 
Ленинск-Кузнецкий;LKC2 ;Кемеровская область, г. Ленинск-Кузнецкий, пр. Кирова, д.91;Тел.: +7 (950) 599-89-99, +7 (38456) 300-77;"Пн-Пт - 9.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";652518 
Лермонтов;LMV1;Ставропольский край, г. Лермонтов, ул. Матвиенко, д.1 оф.30;Тел.: +7 (989) 781-17-66, +7 (87935) 3-12-61;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";357340;До 50 кг 
Липецк;LPC2;г. Липецк, пр. Победы, д.128;Тел.: +7 (910) 356-29-02;"Пн-Пт ? 10.00-20.00 Сб   ? 10.00-16.0 Вс ? 10.00-14.00";398046 
Липецк;LPC1;г. Липецк, пл. Петра Великого, д.5, оф. 05 ;Тел.: +7 (4742)  74-44-07, 77-15-61 ;"Пн-Пт ? 10.00-20.00 Сб   ? 10.00-16.0 Вс ? 10.00-14.00";398008 
Лобня;LBN1;Московская обл., г. Лобня, ул. Крупской, д.12а,вход со стороны пруда (салон Нарцисс), оф.1;Тел.: +7 (499) 110-70-12;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";141730 
Луга;LUG1;Ленинградская обл. г. Луга, ул. Железнодорожная, д. 2/6;Тел.: +7-965-6886-78-51;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";188230 
Люберцы;LYUB2;Московская область, г. Люберцы, Октябрьский проспект, д.145;Тел.: +7 (925) 107-40-80, +7 (925) 107-40-70, +7 (499) 390-79-39;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";140000 
Людиново;LDN1;Калужская область, г. Людиново, ул. Ленина, д.4;Тел.: +7 (980) 511-40-60;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";249405 
Магадан;MGD1;г. Магадан, ул. Кольцевая, д.3  ;Тел.: +7 (4132) 60-22-44 ;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";685000 
Магнитогорск;MGN5;г. Магнитогорск, ул. Ворошилова, д. 7;Тел.: +7 (3519) 39-03-09, +7 (951) 1119595;"Пн-Пт ? 9.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";455045 
Майкоп;MAJ1 ;г. Майкоп, , ул. Шовгенова д. 1;"Тел. +7(8772) 21-05-02;  +7 (952)-982-16-59";"Пн-Пт ? 9.00-20.00 Сб   ? 10.00-16.0 Вс ? 10.00-14.00";385012 
Малаховка;MBSH1;Московская область, г. Малаховка, Быковское шоссе, д. 37/5;Тел. +7 (968) 654-06-66;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";140033 
Махачкала;MXCH3;г. Махачкала, ул. Петра Первого, д.25к1;Тел.: +7 (8722) 59-99-19, +7 (964) 000-1-000 ;"Пн-Пт ? 10.00-20.00 Сб   ? 9.00-16.0 Вс ? 10.00-14.00";367012 
Мегион;MEG2;г. Мегион, ул. Проспект победы, 3;Тел.: +7 (34643) 678-78, +7-932-405-56-58;"Пн-Пт - 10.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";628680 
Междуреченск;MZHR2;г.Междуреченск, г. Междуреченск, пр. Коммунистический, д.7;Тел.: +7 (38475) 2-60-06;"Пн-Пт - 10.00-19.0 Сб -  10.00-16.0 Вс ? выходной";652870 
Мелеуз;MEL1;Башкортостан респ, г. Мелеуз, ул. Октябрьская, д. 5;Тел.: +7-347-645-00-30;"Пн-Пт - 10.00-19.0 Сб -  10.00-16.0 Вс ? выходной";453854 
Миасс;MIA1;Челябинская обл., г.Миасс, ул. Лихачева д.31, офис 11. ;Тел: +7 (3513) 28-44-66, +7-951-124-73-07 ;"Пн-Пт ? 9.00-19.00 Сб ? 10.00-16.0 Вс - выходной день";456003 
Минеральные Воды;MNV1;Ставропольский край, г.Минеральные воды, ул. 50 лет Октября, д.67, офис 117 ;Тел.: 88792262682;"Пн-Пт - 10.00-19.0 Сб -  10.00-16.0 Вс ? выходной";357209 
Митино (Москва) ;MTN4;г. Москва, ул. Муравская, д. 1, стр 1 ;Тел.: +7 (499) 130-07-57;"Пн-Пт ? 9.00-20.00 Сб ? 10.00-16.0 Вс ? 10.00-16.00";125310 
Митино (Москва) ;MTN3;г. Москва , ул. Ангелов, д.8;Тел.: +7 (499) 7-555-271, +7 (926) 4-777-115;"Пн-Пт ? 10.00-20.00 Сб   ? 10.00-16.0 Вс ? 10.00-14.00";125310 
Михайловск;MXV1;Ставропольский край, г. Михайловск, ул. Ленина, д.167/2, корп.2, пом.59;Тел.: +7 (86553) 333-19, +7 (962) 442-58-54;"Пн-Пт - 10.00-19.0 Сб -  10.00-16.0 Вс ? выходной";356240 
Могилев;MOG1;Могилевская область, г. Могилев, Коммунистический пер, д.6, оф. 12;Тел.: +7 302-227-05993;"Пн-Пт - 10.00-19.0 Сб -  10.00-16.0 Вс ? выходной";212030 
Можайск;MOS1 ;Московская область, г. Можайск, ул. Желябова, д. 31, оф. 1 ;Тел.: +7 (915) 089-66-96, +7 (925) 021-44-34;"Пн-Пт - 10.00-19.0 Сб -  10.00-16.0 Вс ? выходной";143200 
Москва;MSK73;г. Москва, ул. Энергетиков, д. 22 к. 2;;Пн-Вс- 00:00-23:55;140091 
Москва;MSK22;г. Москва, ул. Энергетиков, д. 22 к. 2;Тел.: +7-495-287-70-67;Пн-Вс 00:00-23:59;140091 
Москва;MSK38;г. Москва, ул. Коминтерна, д.4, оф.10;Тел.: +7 (495) 510-91-86;"Пн-Пт ? 10.00-20.00 Сб   ? 10.00-16.0 Вс ? 10.00-14.00";129344 
